address,all_amenities,description,email,phone,category,hotelclass,latitude,longitude,pricelevel,pricerange,rankingdenominator,name,rankingposition,rankingstring,rating,weburl,website
"No 10 Vajirapura, Udupussellawa Road, Nuwara Eliya 22200 Sri Lanka","Wifi, Free Wifi, Breakfast included, Internet, Kids Activities, Room service, Free Internet, Free parking, Restaurant, Kitchenette, Airport transportation, Non-smoking rooms, Laundry Service, Family Rooms, BBQ Facilities, Bottled Water, Car Hire, 24-Hour Front Desk, Hiking, Ironing Service, Secured Parking, Shared Kitchen, Shared Lounge / TV Area, not provided","Our Home consist of 5 Comfortable rooms for reasonable rates. 04 rooms with 2 double beds each and 01 rooms with 01 double bed and can be accommodate by 20 guests. Bathrooms with hot water and Dining area , Living area with furniture. Our home is located at Nuwara Eliya(Boralanda) Near Pedro Tea Factory Address No 10, Vajirapura, Nuwara Eliya Sri Lanka.",pedroviewboungalow@gmail.com,+94 52 2 222917,hotel,0,6.970548,80.7942,$,$23 - $36,119,Pedro View Guest House,21,#21 of 119 guest houses in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d10336491-Reviews-Pedro_View_Guest_House-Nuwara_Eliya_Central_Province.html,no website
"74 St Andrews Rd. Under bank, Nuwara Eliya 22200 Sri Lanka","Internet, Shuttle Bus Service, Room service, Free Internet, Free parking, Restaurant, Airport transportation, Free Wifi, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Non-smoking hotel, Parking, Baggage Storage, Bath / Shower, BBQ Facilities, Bicycle Rental, Blackout Curtains, Bottled Water, Car Hire, Desk, English, Complimentary Toiletries, French, 24-Hour Front Desk, German, Hair Dryer, Horseback Riding, Iron, Japanese, Mosquito Net, Seating Area, Separate Dining Area, Shared Kitchen, Soundproof Rooms, not provided",no description,no email,no phone,hotel,0,6.98135,80.76038,no price level,No price mentioned,419,Hill View Bungalow,44,#44 of 419 Specialty lodging in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d2084772-Reviews-Hill_View_Bungalow-Nuwara_Eliya_Central_Province.html,no website
"25/1 Waterfield Bank, Nuwara Eliya 22200 Sri Lanka","Free Wifi, Kids Activities, Laundry Service, not provided",no description,no email,no phone,hotel,2.5,6.98171,80.76449,$,$24 - $25,70,Zion,8,#8 of 70 lodges in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d11687777-Reviews-Zion-Nuwara_Eliya_Central_Province.html,no website
"No 74 Gamunupura, Mahagastota, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Restaurant, Free Wifi, Shuttle Bus Service, Room service, Free parking, Pets Allowed, Airport transportation, Wifi, Golf course, Fitness center, Family Rooms, Bicycle Rental, Breakfast in the Room, Car Hire, Currency Exchange, Hiking, Horseback Riding, Outdoor Furniture, Shared Lounge / TV Area, not provided","Lake View Holiday Home is an excellent choice for travelers visiting Nuwara Eliya, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.
During your stay, take advantage of some of the amenities offered, including room service, currency exchange, and outdoor furniture, and you can go online as Lake View Holiday Home offers guests free wifi. Guests are also welcome to enjoy an on-site restaurant. For travelers arriving by car, free parking is available.
Close to some of Nuwara Eliya's most popular landmarks, such as Holy Trinity Church (1.5 mi) and Pedro Tea Factory (1.6 mi), Lake View Holiday Home is a great destination for tourists.
If you like seafood restaurants, Lake View Holiday Home is conveniently located near Grand Dewasiri Cottage And Sea Food Restaurant.
Looking to explore? Then look no further than Hakgala Botanic Gardens (0.4 mi), Galway's Land National Park (1.1 mi), and International Buddhist Centre (0.4 mi), which are some popular Nuwara Eliya attractions – all conveniently located within walking distance of the guest house.
Enjoy your stay in Nuwara Eliya!
",emmskumara@yahoo.com,+94 77 777 1890,hotel,0,6.951583,80.78241,no price level,No price mentioned,119,Lake View Holiday Home,24,#24 of 119 guest houses in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d8464101-Reviews-Lake_View_Holiday_Home-Nuwara_Eliya_Central_Province.html,http://www.nuwaraeliyaholidayhome.com
"45 Waterfield Drive, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,no phone,hotel,0,6.98036,80.76523,no price level,No price mentioned,70,Devron Colonial Bungalow,22,#22 of 70 lodges in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d10316213-Reviews-Devron_Colonial_Bungalow-Nuwara_Eliya_Central_Province.html,no website
"No. 09 Kalapura, Nuwara Eliya 22200 Sri Lanka",not provided,no description,travelcorners.lk@gmail.com,+94 77 242 3542,hotel,0,6.971663,80.75467,no price level,No price mentioned,101,Mountain Misty By Travel Corners,66,#66 of 101 hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d28650289-Reviews-Mountain_Misty_By_Travel_Corners-Nuwara_Eliya_Central_Province.html,https://web.facebook.com/travelcorners.live
"Vajirapura Road, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,+94 77 593 7420,hotel,0,6.970384,80.79079,$,$16 - $19,32,Green Villa,8,#8 of 32 B&Bs in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d27069845-Reviews-Green_Villa-Nuwara_Eliya_Central_Province.html,no website
"156 Udapussallawa Road Hawa Eliya, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Free parking, Wheelchair access, Public Wifi, Breakfast included, Laundry Service, Kids Activities, Room service, Restaurant, Bar/Lounge, Airport transportation, Wifi, Free Wifi, Breakfast Available, not provided","Barcode Residencies is located within 10 minutes drive from the Nuwara Eliya city center, with it's distinctive design, stately location and outstanding service. Barcode Residencies offer exceptional home stay facility, comfort, tranquility and scrumptious meals to travelers. We welcome our guests for an unforgettable and different experience in Nuwara Eliya.",barcoderesidencies@gmail.com,+94 77 721 9464,hotel,1,6.96992,80.78635,$,$35 ,119,Barcode Residencies- Nuwara Eliya,52,#52 of 119 guest houses in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d6620149-Reviews-Barcode_Residencies_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html,http://www.barcoderesidencies.com/
"3/136 Badulla Road Magasthota, Nuwara Eliya 22200 Sri Lanka","Free Internet, Kids Activities, Room service, Free parking, Restaurant, Free Wifi, Family Rooms, Housekeeping, BBQ Facilities, Billiards, Breakfast in the Room, 24-Hour Front Desk, Ironing Service, Secured Parking, Shared Kitchen, Shared Lounge / TV Area, Special Diet Menus, not provided","Finding an ideal small hotel in Nuwara Eliya does not have to be difficult. Welcome to Lake View Hotel, a nice option for travelers like you.
While staying at Lake View Hotel, visitors can check out International Buddhist Centre (0.0 mi) and Pedro Tea Factory (1.6 mi), some of Nuwara Eliya's top attractions.
Lake View Hotel features a 24 hour front desk and room service. Plus, guests can enjoy an on-site restaurant, which has made this a popular choice among travelers visiting Nuwara Eliya. For guests with a vehicle, free parking is available.
While in Nuwara Eliya be sure to experience local shawarma favorites at Queenswood Restaurant.
If you’re looking for things to do, you can check out Hakgala Botanic Gardens (0.0 mi), Holy Trinity Church (1.1 mi), or Galway's Land National Park (0.7 mi), which are popular attractions amongst tourists, and they are all within walking distance.
Lake View Hotel looks forward to welcoming you on your visit to Nuwara Eliya.
",info@lakeviewhotel.lk,+94 77 788 2464,hotel,3,6.95618,80.77817,$,$85 ,111,Lake View Hotel,45,#45 of 111 small hotels in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d9877679-Reviews-Lake_View_Hotel-Nuwara_Eliya_Central_Province.html,http://lakeviewhotel.lk/
"9/16 Unique View Road, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Free parking, Wifi, Breakfast included, Room service, Restaurant, Kitchenette, Airport transportation, Free Wifi, Golf course, Family Rooms, Non-smoking hotel, Housekeeping, BBQ Facilities, 24-Hour Front Desk, Hiking, not provided","DMV Luxury Villa is located in one of the most scenic locations in Sri Lanka also Known as ""Little England"" overlooking lush greenery and Breathtaking views, DMV Luxury villa is the perfect escape and luxury villa for those exclusive five who seek real place and tranquility to refresh your body and soul. Mouthwatering cuisine, perfect ambiance and total pampering are what you can look forward to.",hotels@hotelmarketingsrilanka.com,+94 77 754 1800,hotel,0,6.962066,80.76455,$,$50 - $70,437,DMV Luxury Villa,113,#113 of 437 B&Bs / Inns in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d13520094-Reviews-DMV_Luxury_Villa-Nuwara_Eliya_Central_Province.html,https://www.facebook.com/DMVLUXURYVILLA/
"Kandy Road No 158, Pohoddharamulla Building, Nuwara Eliya 22200 Sri Lanka","Kids Activities, Room service, Free parking, Restaurant, Free Wifi, Non-smoking hotel, BBQ Facilities, Breakfast in the Room, not provided",no description,no email,no phone,hotel,0,6.97488,80.76336,$,$13 - $15,70,Cool Land Hot Hut,27,#27 of 70 lodges in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d12274849-Reviews-Cool_Land_Hot_Hut-Nuwara_Eliya_Central_Province.html,no website
"25 Waterfield Bank, Nuwara Eliya 22200 Sri Lanka","Kids Activities, Room service, Free parking, Kitchenette, Golf course, Microwave, Non-smoking hotel, Safe, Parking, Bath / Shower, BBQ Facilities, Breakfast in the Room, Clothes Rack, Electric Blanket, English, Complimentary Toiletries, 24-Hour Front Desk, Kitchenware, Shared Kitchen, Shared Lounge / TV Area, Shared Bathroom, Special Diet Menus, not provided",no description,no email,no phone,hotel,0,6.981575,80.76393,$,$13 - $15,419,Shiny View,97,#97 of 419 Specialty lodging in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d12152403-Reviews-Shiny_View-Nuwara_Eliya_Central_Province.html,no website
"6 Waterfield Drive, Nuwara Eliya 22000 Sri Lanka","Internet, Kids Activities, Free Internet, Kitchenette, Airport transportation, Wifi, Free Wifi, Suites, Room service, Golf course, Non-smoking rooms, Laundry Service, Microwave, Refrigerator in room, Babysitting, Non-smoking hotel, Breakfast Available, Housekeeping, Kids Stay Free, Bath / Shower, BBQ Facilities, Bicycle Rental, Bidet, Bicycle Tours, Board Games / Puzzles, Boating, Books, DVDs, Music for Children, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, Coffee / Tea Maker, Complimentary Tea, Desk, Dining Area, Electric Kettle, English, Extra Long Beds, Fireplace, Foot Massage, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, Complimentary Welcome Drink, Full Body Massage, Hair Dryer, Hand Massage, Head Massage, Hiking, Horseback Riding, Iron, Ironing Service, Kids' Meals, Landmark View, Massage, Mountain View, Neck Massage, Outdoor Dining Area, Outdoor Furniture, Oven, Private Bathrooms, Radio, Seating Area, Separate Dining Area, Shared Kitchen, Shoeshine, Sinhala, Sofa, Soundproof Rooms, Special Diet Menus, Street Parking, Sun Terrace, Tamil, Taxi Service, Umbrella, Wake Up Service / Alarm Clock, Walking Tours, Washing Machine, Wine / Champagne, not provided","Woods Hut, was Private Nature Mini Apartment Managing with Chithra, Wasantha With Little son Rashi In Nuwara Eliya Location. Lap of the Sri Lankan Highest mountain in The City of Nuwara Eliya From the City Center 1.5Kms, From the Nanu Oya Railway Station 9Kms to Woods Hut. Facility You have a Huge Bed, Attach a Bathroom with Warm and Coldwater, Dressing &Wardrobe Area, Coffee Maker, Sofa, Cooking Facilities, Pick and Drop to Nanu Oya Rail Way Station Or Nuwara Eliya Bus Station For Free of Charge. Etc. Activity From the Woods Hut You Can enjoy 180 Panoramic Views around Beauty-full Nuwara Eliya and the Mountains. Forest was Behind the woods hut. It will be bringing you Relax environment with birds singing . . Even more... To Spend time in Nuwara Eliya, We Can arrange Tours, Hiking, Bicycle rental too. Chithra And Me (Wasantha) Born in Down south of Sri Lanka, Place called Mathara, We have grown in Nuwara Eliya for last 40 years. I worked 18 Years in the tea Fields, Therefor I have Good Knowledge about Tea Manufacture. After that, I joined with hotel field in Dubai and have 7 years of experience In Hotel Management. And 10 years experience Hotel field in Sri Lanka Too. Even more, I am happy to do Tracking, bird watching, Arranging tours around Sri Lanka with our Lovely guest, Chithra, I work 18 Years in the hotel field in Dubai. Therefore I have good experience with Western and eastern cooking and hospitality. Also, I'm happy to do a Cooking Class for our guests for their request Woods Hut was Higher than the Other Neighbor lands. There For You can have an Excellent Panoramic view of the area. Also, the Forest range was behind the woods hut. This location will bring you air pollution free area. Good meditation area who like to Have a relaxed time away from a busy city. Nuwara Eliya city was just ten minutes walk. Pizza Hut is also within walking distance, In the Area st, Andrew's hotel, Restaurant guru, Was close to Woods Hut. Golf Club, Grand Hotel, Lake Gregory was away from 2 kilometer Tea field One Kilometer away. Tea Factory And waterfalls you can do with a walk or by Taxi or scooter.",woodshutne@gmail.com,+94 77 905 6173,hotel,0,6.982362,80.762184,$,$35 - $40,101,Woods Hut,38,#38 of 101 hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d19835852-Reviews-Woods_Hut-Nuwara_Eliya_Central_Province.html,https://woods-hut.business.site/
"No. 01 Windy Corner Black Pool Junction, Nuwara Eliya 22200 Sri Lanka","Free parking, Family Rooms, Flatscreen TV, Bath / Shower, Clothes Rack, English, Hiking, Horseback Riding, Seating Area, not provided",no description,no email,no phone,hotel,0,6.949164,80.773636,no price level,No price mentioned,19,Blackpool Guest,7,#7 of 19 cottages in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d12486521-Reviews-Blackpool_Guest-Nuwara_Eliya_Central_Province.html,no website
"Unique View Road 31/A, Nuwara Eliya 22200 Sri Lanka","Free Internet, Free parking, Non-smoking rooms, Internet, Kids Activities, Shuttle Bus Service, Room service, Bar/Lounge, Airport transportation, Free Wifi, Golf course, Non-smoking hotel, Housekeeping, Bath / Shower, BBQ Facilities, Bicycle Rental, Breakfast in the Room, Canoeing, Car Hire, English, Fishing, Complimentary Toiletries, 24-Hour Front Desk, Hiking, Hindi, Horseback Riding, Newspaper, Shared Lounge / TV Area, Special Diet Menus, Sun Terrace, not provided","If you’re looking for a family-friendly inn in Nuwara Eliya, look no further than Lassana Villa.
While staying at Lassana Villa, visitors can check out International Buddhist Centre (1.1 mi) and Pedro Tea Factory (2.3 mi), some of Nuwara Eliya's top attractions.
Lassana Villa features a 24 hour front desk, room service, and a sun terrace. In addition, as a valued Lassana Villa guest, you can enjoy barbeque facilities that is available on-site. Guests arriving by vehicle have access to free parking.
While you’re here, be sure to check out some of the Indian restaurants, including Grand Indian, Indian Summer Nuwara Eliya, and Sri Ambaal, all of which are a short distance from Lassana Villa.
Looking to explore? Then look no further than Shri Bhakta Hanuman Temple (1.0 mi), Hakgala Botanic Gardens (1.1 mi), and Victoria Park of Nuwara Eliya (1.0 mi), which are some popular Nuwara Eliya attractions – all conveniently located within walking distance of the inn.
The staff at Lassana Villa looks forward to serving you during your upcoming visit.
",no email,no phone,hotel,0,6.962981,80.76344,$,$22 - $24,25,Lassana Villa,4,#4 of 25 inns in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d8860528-Reviews-Lassana_Villa-Nuwara_Eliya_Central_Province.html,no website
"245 Sriyapaya, Bambarakale, Nuwara Eliya 22200 Sri Lanka","Free parking, Internet, Room service, Free Internet, Restaurant, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Family Rooms, Non-smoking hotel, not provided","Finding an ideal romantic small hotel in Nuwara Eliya does not have to be difficult. Welcome to Sriya Paya Villa, a nice option for travelers like you.
Close to some of Nuwara Eliya's most popular landmarks, such as Holy Trinity Church (1.5 mi) and International Buddhist Centre (2.4 mi), Sriya Paya Villa is a great destination for tourists.
The small hotel features room service, and you can stay connected during your stay as Sriya Paya Villa offers guests free wifi. Plus, Sriya Paya Villa offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available.
While in Nuwara Eliya be sure to experience local crab favorites at Grand Thai.
Looking to explore? Then look no further than Shri Bhakta Hanuman Temple (0.5 mi), Victoria Park of Nuwara Eliya (0.5 mi), and St Francis Xavier's church (0.9 mi), which are some popular Nuwara Eliya attractions – all conveniently located within walking distance of the small hotel.
Sriya Paya Villa looks forward to welcoming you on your visit to Nuwara Eliya.
",info@stayinnuwaraeliya.com,52 22 235 100,hotel,0,6.9815,80.75467,no price level,No price mentioned,111,Sriya Paya Villa,20,#20 of 111 small hotels in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d5967009-Reviews-Sriya_Paya_Villa-Nuwara_Eliya_Central_Province.html,http://www.stayinnuwaraeliya.com/
"58/18 Vajirapura, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Free parking, Wifi, Bath / Shower, English, Kitchenette, Airport transportation, Free Wifi, not provided","La Luna Cabins offers accommodations in Nuwara Eliya, 1.9 km from Gregory Lake. It is located 5.8 km from Hakgala Botanical Garden and has room service. The lodge also has a bathroom. Pedro Tea Factory is a 5-minute walk from the lodge,also The lovers leap waterfall, while Galway's Land National Park is 1.8 km away. Mattala Rajapaksa International Airport is 142 km from the property",no email,+94 77 655 4920,hotel,0,6.96673,80.79266,$,$27 - $36,4,La Luna Cabins,1,#1 of 4 campgrounds in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d19510787-Reviews-La_Luna_Cabins-Nuwara_Eliya_Central_Province.html,http://la-luna-cabins.business.site/?utm_source=gmb&utm_medium=referral
"No 10 St. Andrews Drive, Nuwara Eliya 123456 Sri Lanka","Restaurant, Free Wifi, Room service, not provided",no description,no email,No. 10 St. Andrew’s Road,hotel,0,6.97078,80.78286,$$,$144 - $232,101,Jetwing St. Andrew's,36,#36 of 101 hotels in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d27434687-Reviews-Jetwing_St_Andrew_s-Nuwara_Eliya_Central_Province.html,https://www.jetwinghotels.com/jetwingstandrews/
"Ebony Springs, Agaraoya Ambagamuwa, Nuwara Eliya 20678 Sri Lanka","Free parking, Breakfast included, Golf course, Internet, Room service, Free Internet, Restaurant, Bar/Lounge, Wifi, Free Wifi, not provided","We are situated in the lower region of Nuwara Eliya in reach of Kandy, Nuwara Eliya and Adams Peak. The white Water Rafting Centre of Kitulgala is also in the vicinity. The accommodation is very cosy and comfortable and the food is home cooked Eastern or Western cuisine.",b.holsinger4146@gmail.com,+94 54 4 922884,hotel,0,7.013899,80.503075,$,$50 - $70,119,Ebony Springs Specialty Teas and Home Stay Accommodation,13,#13 of 119 guest houses in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d4718088-Reviews-Ebony_Springs_Specialty_Teas_and_Home_Stay_Accommodation-Nuwara_Eliya_Central_Province.html,http://www.ebonysprings.com
"156 Badulla Rd, Nuwara Eliya 22200 Sri Lanka","Free Wifi, Breakfast Available, Kids Activities, Free parking, Bar/Lounge, Airport transportation, Golf course, Family Rooms, Non-smoking hotel, Housekeeping, Bath / Shower, Clothes Rack, Desk, English, Extra Long Beds, Fireplace, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Hiking, Horseback Riding, Iron, Soundproof Rooms, not provided","Shirin1892 is an excellent choice for travelers visiting Nuwara Eliya, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.
While staying at Shirin1892, visitors can check out International Buddhist Centre (0.0 mi) and Pedro Tea Factory (1.6 mi), some of Nuwara Eliya's top attractions.
Guest rooms offer a desk, a fireplace, and extra long beds, and Shirin1892 makes getting online easy as free wifi is available.
You can also take advantage of some of the amenities offered by the small hotel, including a 24 hour front desk. As an added convenience, there is free parking available to guests.
While in Nuwara Eliya, you may want to check out some of the restaurants that are a short walk away from Shirin1892, including Grand Indian (1.2 mi), Indian Summer Nuwara Eliya (0.4 mi), and Coffee Bar (1.2 mi).
Should time allow, Hakgala Botanic Gardens, Holy Trinity Church, and Galway's Land National Park are some popular attractions that are within walking distance.
Enjoy your stay in Nuwara Eliya!
",shirin1892@gmail.com,+94 77 789 4801,hotel,0,6.960228,80.76825,$,$35 ,111,Shirin1892,14,#14 of 111 small hotels in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d13289727-Reviews-Shirin1892-Nuwara_Eliya_Central_Province.html,http://shirin1892.000webhostapp.com
"44/25 St Andrews Drive, Under Bank, Nuwara Eliya 22200 Sri Lanka","Internet, Room service, Free Internet, Free parking, Restaurant, Wifi, Free Wifi, Non-smoking rooms, Non-smoking hotel, not provided","Everyone needs a place to lay their weary head. For travelers visiting Nuwara Eliya, Friendly Home Stay is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Friendly Home Stay makes it easy to enjoy the best of Nuwara Eliya.
Room service is one of the conveniences offered at this guest house. In addition, Friendly Home Stay offers an on-site restaurant, which will help make your Nuwara Eliya trip additionally gratifying. If you are driving to Friendly Home Stay, free parking is available.
For those interested in checking out popular landmarks while visiting Nuwara Eliya, Friendly Home Stay is located a short distance from International Buddhist Centre (2.2 mi) and Pedro Tea Factory (2.7 mi).
While in Nuwara Eliya be sure to experience local shawarma favorites at Queenswood Restaurant.
If you are interested in exploring Nuwara Eliya, check out one of the parks, such as Victoria Park of Nuwara Eliya and Galway's Land National Park.
Friendly Home Stay is sure to make your visit to Nuwara Eliya one worth remembering.
",no email,+94 76 840 0299,hotel,0,6.982206,80.75959,$,$23 - $30,119,Friendly Home Stay,50,#50 of 119 guest houses in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d8827444-Reviews-Friendly_Home_Stay-Nuwara_Eliya_Central_Province.html,no website
"65/65h, Lady Horton Roa Bonavista, Nuwara Eliya 22200 Sri Lanka","Room service, Free parking, Airport transportation, Wifi, Free Wifi, Golf course, Laundry Service, Family Rooms, Non-smoking hotel, Flatscreen TV, Housekeeping, Baggage Storage, Bath / Shower, BBQ Facilities, Bidet, Bottled Water, Clothes Rack, Electric Kettle, English, 24-Hour Front Desk, Hiking, Horseback Riding, Mountain View, Secured Parking, Soundproof Rooms, Wake Up Service / Alarm Clock, not provided","Stay with Yoho Grand Lake View to experience the best of local hospitality at affordable rates. We believe in providing comfortable standardized accommodation for competitive prices. Speak to our Yoho Bed representatives to find out more on the nearest attractions, things to do and other experiences in the area.",tripadvisor@yohobed.com,+94 11 7 344444,hotel,0,6.95423,80.77834,no price level,No price mentioned,25,Grand Lake View,12,#12 of 25 inns in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d13474055-Reviews-Grand_Lake_View-Nuwara_Eliya_Central_Province.html,http://www.yohobed.com/accommodation-in-nuwara-eliya/1323
"6 Spencer Park Road, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,+94 77 328 1603,hotel,3,6.9705,80.76907,no price level,No price mentioned,190,Y2K Holiday Home,73,#73 of 190 hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d19843288-Reviews-Y2K_Holiday_Home-Nuwara_Eliya_Central_Province.html,https://www.facebook.com/y2kholidayhome
"112/62 Lady Mccallum Rd., Nuwara Eliya 22200 Sri Lanka",not provided,no description,janaka.funtravel@gmail.com,+94 77 741 4809,hotel,0,7.289934,80.61281,no price level,No price mentioned,26,Nihara Hotel,17,#17 of 26 hostels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d23818534-Reviews-Nihara_Hotel-Nuwara_Eliya_Central_Province.html,no website
"Lady Horton Road 32 Kelegala Road, Nuwara Eliya 22200 Sri Lanka","Kids Activities, not provided",no description,no email,no phone,hotel,0,6.954003,80.77731,no price level,No price mentioned,119,Reve,76,#76 of 119 guest houses in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d13985414-Reviews-Reve-Nuwara_Eliya_Central_Province.html,no website
"No 34 Kalukele, Nuwara Eliya 22200 Sri Lanka","Free parking, Restaurant, Pets Allowed, Airport transportation, Free Wifi, Dry Cleaning, Laundry Service, Family Rooms, Non-smoking hotel, Water Park, Housekeeping, Electric vehicle charging station, BBQ Facilities, Bicycles Available, Express Check-in / Check-out, Currency Exchange, Foot Bath, 24-Hour Front Desk, Ironing Service, Newspaper, Parking Garage, Private Check-in / Check-out, Secured Parking, Shared Kitchen, Shops, VIP Room Facilities, not provided",no description,no email,no phone,hotel,0,6.953611,80.77223,no price level,No price mentioned,419,Nuwaraeliya Lake view Bangalow,136,#136 of 419 Specialty lodging in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d12501744-Reviews-Nuwaraeliya_Lake_view_Bangalow-Nuwara_Eliya_Central_Province.html,no website
"2/81 Unique View Road, Nuwara Eliya 22200 Sri Lanka","Internet, Restaurant, Room service, Free Internet, Airport transportation, Public Wifi, Non-smoking rooms, Laundry Service, Family Rooms, Non-smoking hotel, not provided","Welcome to Sky Park holiday Inn, your Nuwara Eliya “home away from home.” Sky Park holiday Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
Given the close proximity of popular landmarks, such as International Buddhist Centre (1.1 mi) and Pedro Tea Factory (2.3 mi), guests of Sky Park holiday Inn can easily experience some of Nuwara Eliya's most well known attractions.
Sky Park holiday Inn features room service. Plus, guests can enjoy an on-site restaurant, which has made this a popular choice among travelers visiting Nuwara Eliya.
Travelers looking to enjoy some shrimp can head to Grand Thai. Otherwise, you may want to check out a pub such as Lake View Pub, The Pub, or Palladium Restaurant.
If you’re looking for something to do, Shri Bhakta Hanuman Temple (1.0 mi), Hakgala Botanic Gardens (1.1 mi), and Victoria Park of Nuwara Eliya (1.0 mi) are a nice way to spend some time, and they are all within walking distance of Sky Park holiday Inn.
Sky Park holiday Inn puts the best of Nuwara Eliya at your fingertips, making your stay both relaxing and enjoyable.
",no email,no phone,hotel,0,6.96345,80.76399,no price level,No price mentioned,111,Sky Park holiday Inn,63,#63 of 111 small hotels in Nuwara Eliya,3,https://www.tripadvisor.com/Hotel_Review-g608524-d3791616-Reviews-Sky_Park_holiday_Inn-Nuwara_Eliya_Central_Province.html,no website
"No. 60/2C, Unique View Road, Nuwara Eliya 22200 Sri Lanka","Kids Activities, not provided",no description,no email,no phone,hotel,0,6.96345,80.76399,no price level,No price mentioned,12,Jai Unicview Hotel,8,#8 of 12 special hotels in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d15216841-Reviews-Jai_Unicview_Hotel-Nuwara_Eliya_Central_Province.html,no website
"6 Haddon Hill Road, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Free parking, Restaurant, Bar/Lounge, Breakfast included, Non-smoking rooms, Laundry Service, not provided",no description,no email,+94 52 2 222307,hotel,0,6.96229,80.76574,no price level,No price mentioned,101,Grosvenor Hotel,72,#72 of 101 hotels in Nuwara Eliya,3,https://www.tripadvisor.com/Hotel_Review-g608524-d1759021-Reviews-Grosvenor_Hotel-Nuwara_Eliya_Central_Province.html,no website
"34 Farm Road Toppass, Nuwara Eliya 22200 Sri Lanka","Internet, Room service, Free Internet, Free parking, Airport transportation, Wifi, Free Wifi, not provided","Cottage San Francesco is located in Toppass village highest point of the Kandy-Nuwaraeliya road and entrance of the city., attitude of 2100M, top of the mountain, face to padro,. The hotel has a barbecue views of the mountains. Free WiFi is provided throughout the property and free private parking is available on site.",no email,+94 77 600 5195,hotel,0,6.992733,80.75141,$,$38 - $55,70,Cottage San Fracesco,38,#38 of 70 lodges in Nuwara Eliya,3.5,https://www.tripadvisor.com/Hotel_Review-g608524-d12642727-Reviews-Cottage_San_Fracesco-Nuwara_Eliya_Central_Province.html,https://www.facebook.com/cottagesanfrancesco/
